old.area.rank,code.ministry,code.smis,code.percode,name.th,name.en,principal,class,network,village,tambon,amphoe,province,postcode,email,website,administration,tel,fax,est,dist.toarea,dist.toamphoe,size,electricity,number.teachers,number.students,number.classrooms,updated,old.area.code,province.code,new.area.code,region,province.name,new.area.name,count.principal,count.viceprincipal,count.teacher,count.assistant,count.empperm,count.staff,count.emptemp,sum.execs,sum.teachers,time.staffdataretrieved
66,1040051112,40052001,51112,หนองเรือวิทยา,Nongruawitthaya,นายเรืองยศ แวดล้อม,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 13 หนองเรือ,หนองเรือ,หนองเรือ,ขอนแก่น,40120,ruawit@ruawit.org,ww.nrw.ac.th,เทศบาลหนองเรือ,043294332,043294332,ปี พ.ศ. 2513,50.0,0.5,x,y,184,2568,68,24 เมษายน 2563 เวลา 11:38:20 น.,25,40,6,I,ขอนแก่น,ขอนแก่น,1,3,111,17,1,2,49,4,128,2021-07-09 04:04:00.940133
67,1040051113,40052002,51113,จระเข้วิทยายน,Jawrakhe Wittayayon,นายจีระยุทธ พุทธรักษาพิทักษ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ - -,จระเข้,หนองเรือ,ขอนแก่น,40240,jkw@jkw.ac.th,www.jkw.ac.th,จระเข้,043306347,043306347,20 มิถุนายน 2523,20.0,15.0,m,y,30,428,18,30 ตุลาคม 2562 เวลา 14:44:15 น.,25,40,6,I,ขอนแก่น,ขอนแก่น,1,0,22,0,0,0,7,1,22,2021-07-09 04:04:01.503196
68,1040051114,40052003,51114,มัธยมตลาดใหญ่วิทยา,Mathayomtaladyaiwittaya School,นายประพฤติพันธ์ ชวลี,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 9 หนองนางวงศ์,ยางคำ,หนองเรือ,ขอนแก่น,40420,Talatyai@hotmail.com,www.taladyai.ac.th,?????,0-4324-5026,043245026,10/08/2540,45.0,25.0,s,y,16,121,6,24 ตุลาคม 2562 เวลา 14:08:08 น.,25,40,6,I,ขอนแก่น,ขอนแก่น,1,0,11,1,0,3,0,1,12,2021-07-09 04:04:02.092012
69,1040051115,40052004,51115,ชุมแพศึกษา,chumphaesuksa,นางสายสมร ศักดิ์คำดวง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 18 นครชัย,ชุมแพ,ชุมแพ,ขอนแก่น,40130,cpschoso@gmail.com,www.cpss.ac.th,เทศบาลเมืองชุมแพ,043-311-118,043-312-195,2512,75.0,1.0,x,y,179,2848,75,28 ตุลาคม 2562 เวลา 16:48:13 น.,25,40,6,I,ขอนแก่น,ขอนแก่น,1,3,137,7,8,1,22,4,144,2021-07-09 04:04:02.764270
70,1040051117,40052006,51117,จตุรมิตรวิทยาคาร,jaturamitwittayakarn school,นายสุริยา ห่มขวา,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 11 นาเพียง,นาเพียง,ชุมแพ,ขอนแก่น,40130,jaturamit@jmw.ac.th,www.jmw.ac.th,อบต.นาเพียง,0-4321-1599,043296087,2 มีนาคม 2526,60.0,22.0,l,y,61,969,31,25 ตุลาคม 2562 เวลา 09:04:12 น.,25,40,6,I,ขอนแก่น,ขอนแก่น,1,2,49,2,0,0,7,3,51,2021-07-09 04:04:03.356314
71,1040051118,40052007,51118,ขัวเรียงศึกษา,khuariangsuksa,นายเชษฐา วันสุทะ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 บ้านนาสีนวน,ขัวเรียง,ชุมแพ,ขอนแก่น,40103,,krschool.ac.th,อบต.ขัวเรียง,043-463533,,02/02/2537,70.0,14.0,s,y,17,106,6,30 พฤษภาคม 2563 เวลา 08:18:03 น.,25,40,6,I,ขอนแก่น,ขอนแก่น,1,0,12,0,1,3,0,1,12,2021-07-09 04:04:03.950991
72,1040051120,40052008,51120,ชุมแพพิทยาคม,CHUMPHAEPITTAYAKOM,นายอดุล อิงแก้ว,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 9 หนองไผ่นาดี,วังหินลาด,ชุมแพ,ขอนแก่น,40130,chumphaepittayakom@gmail.com,www.cpp.ac.th,วังหินลาด,043210096,043210096,18/01/2536,100.0,5.0,m,y,21,256,10,30 พฤษภาคม 2563 เวลา 15:30:11 น.,25,40,6,I,ขอนแก่น,ขอนแก่น,1,0,16,1,0,2,1,1,17,2021-07-09 04:04:04.546529
73,1040051121,40052009,51121,หนองเสาเล้าวิทยาคาร,NONGSAOLAO WITTAYAKARN,นางเบญจมาศ แก้ววิศิษฎ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 9 บ้านหนองเสาเล้า,หนองเสาเล้า,ชุมแพ,ขอนแก่น,40130,nlw.25@hotmail.com,www.nlw.ac.th,เทศบาลตำบลหนองเสาเล้า,0-4321-0097,0-4321-0097,6 มิถุนายน 2539,70.0,25.0,m,y,16,164,13,28 ตุลาคม 2562 เวลา 15:36:48 น.,25,40,6,I,ขอนแก่น,ขอนแก่น,0,0,11,1,0,3,0,0,12,2021-07-09 04:04:05.097008
74,1040051122,40052010,51122,ชุมแพวิทยายน,CHUMPHAEWITTYYON,นายสุรสิทธิ์ บุญครอง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 3 ไผ่กุดหิน,ไชยสอ,ชุมแพ,ขอนแก่น,40130,somngam1802@gmail.com,http://www.cpwit.ac.th/mainpage,ชุมแพ,087-2134720,0,10082540,80.0,7.0,m,y,23,211,11,27 สิงหาคม 2563 เวลา 13:05:21 น.,25,40,6,I,ขอนแก่น,ขอนแก่น,1,0,13,5,0,3,1,1,18,2021-07-09 04:04:05.647272
75,1040051124,40052013,51124,นาจานศึกษา,nachansuksa,นางจุฑามาศ เวียงทอง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 12 บ้านหนองหญ้าขาว,นาจาน,สีชมพู,ขอนแก่น,40220,nachansuksa_school@hotmail.com,www.ncss.ac.th,นาจาน,043444100,043444101,13/03/2534,84.0,16.0,m,y,35,487,15,26 ตุลาคม 2562 เวลา 19:45:29 น.,25,40,6,I,ขอนแก่น,ขอนแก่น,1,1,23,3,1,1,4,2,26,2021-07-09 04:04:06.201433
76,1040051125,40052014,51125,ผาขามวิทยายน,Phakhamwittayayon,นายไมตรี นิลสาคู,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 9 เทพชมพู,บริบูรณ์,สีชมพู,ขอนแก่น,40220,-,-,อบต.บริบูรณ์,043210302,043210302,15 พฤษภาคม 2535,130.0,15.0,s,y,15,92,6,19 ตุลาคม 2560 เวลา 07:35:31 น.,25,40,6,I,ขอนแก่น,ขอนแก่น,1,0,6,3,0,3,0,1,9,2021-07-09 04:04:06.753685
77,1040051126,40052015,51126,หนองตาไก้ศึกษา,NONGTAKAISUKSA,นายอภิโชติ สิงห์น้อย,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 10 จอมบึง,สีชมพู,สีชมพู,ขอนแก่น,40220,takaisuksa@gmail.com,www.takai.ac.th,สีชมพู,0-4321-0210,0-4321-0210,8 พฤษภาคม 2536,125.0,7.0,m,y,19,192,9,27 พฤศจิกายน 2563 เวลา 10:27:22 น.,25,40,6,I,ขอนแก่น,ขอนแก่น,1,1,14,1,1,0,1,2,15,2021-07-09 04:04:07.343362
78,1040051127,40052016,51127,ซำยางวิทยายน,samyangwittayayon,นายอดุลย์ จันลา,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 ซำยาง,ซำยาง,สีชมพู,ขอนแก่น,40220,-,www.syw.ac.th,,043424300,043424300,2547,93.1,32.0,s,y,17,90,6,10 ตุลาคม 2562 เวลา 10:57:23 น.,25,40,6,I,ขอนแก่น,ขอนแก่น,1,0,10,2,0,2,2,1,12,2021-07-09 04:04:07.936740
79,1040051167,40052017,51167,ภูเวียงวิทยาคม,phuwiengwittayakom,นายคมสันต์ ชุมอภัย,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4 ภูเวียง,ภูเวียง,ภูเวียง,ขอนแก่น,40150,pwwk.ac.th,pwwk2559@gmail.com,ภูเวียง,0-4329-1711,04329-1711,2515,70.0,1.0,x,y,112,2181,67,29 ตุลาคม 2562 เวลา 13:32:17 น.,25,40,6,I,ขอนแก่น,ขอนแก่น,1,3,93,17,0,0,0,4,110,2021-07-09 04:04:08.598009
80,1040051168,40052018,51168,กุดขอนแก่นวิทยาคม,KUDKHONKAENWITTAYAKOM,นางสุภาเพ็ญ พรมโสภณ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 8 โนนสำราญ,กุดขอนแก่น,ภูเวียง,ขอนแก่น,40150,kkv28@hotmail.com,www.kkv.ac.th,กุดขอนแก่น,043000369,043000369,14/06/2528,60.0,20.0,m,y,34,457,17,25 มิถุนายน 2562 เวลา 14:31:26 น.,25,40,6,I,ขอนแก่น,ขอนแก่น,1,1,22,3,1,1,5,2,25,2021-07-09 04:04:09.169557
81,1040051169,40052019,51169,เวียงวงกตวิทยาคม,WEANGWONGKOTWITTAYAKOM,นายสุรวุฒิ นักปราชญ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 5 บ้านหนองคา,ในเมือง,เวียงเก่า,ขอนแก่น,40150,wwk2school@gmail.com,www.wwkschool.ac.th,ในเมือง,043438044,043438044,2535,75.0,1.0,m,y,43,538,18,25 มิถุนายน 2562 เวลา 13:24:53 น.,25,40,6,I,ขอนแก่น,ขอนแก่น,1,0,28,5,1,3,5,1,33,2021-07-09 04:04:09.766841
82,1040051170,40052020,51170,เวียงนครวิทยาคม,wiengnakorn witthayakhom,นายมนูญ ถาวรรัตน์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4 บ้านหัน,หนองกุงธนสาร,ภูเวียง,ขอนแก่น,40150,,www.wieng.ac.th,0,043424321,043424321,8 พฤษภาคม 2540,70.0,8.0,m,y,33,457,16,25 มิถุนายน 2562 เวลา 09:05:35 น.,25,40,6,I,ขอนแก่น,ขอนแก่น,1,1,22,4,0,6,1,2,26,2021-07-09 04:07:29.416356
83,1040051183,40052021,51183,ภูผาม่าน,Phuphaman,นายจิรโรจน์ ร้อยดาพันธุ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 -,ภูผาม่าน,ภูผาม่าน,ขอนแก่น,40350,info.phuphaman@gmail.com,www.phuphaman.ac.th,องค์การบริหารส่วนตำบลภูผาม่าน,"0959436279, 0840297466",-,11 พฤศจิกายน 2526,98.7,16.8,m,y,29,498,18,10 มิถุนายน 2562 เวลา 23:22:54 น.,25,40,6,I,ขอนแก่น,ขอนแก่น,1,0,23,1,0,4,1,1,24,2021-07-09 04:07:29.966520
84,1040051188,40052022,51188,หนองนาคำวิทยาคม,NONGNAKHAMWITTAYAKHOM,นายวสันต์ ลาจันทึก,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 หนองนาคำ,บ้านโคก,หนองนาคำ,ขอนแก่น,40150,nakhamwit2015@gmail.com,www.nakhamwit.ac.th,-,0-4321-7118,043217217,20 เมษายน 2519,80.0,0.6,l,y,50,610,18,26 มิถุนายน 2562 เวลา 10:40:58 น.,25,40,6,I,ขอนแก่น,ขอนแก่น,1,0,32,6,0,2,8,1,38,2021-07-09 04:07:30.558100
1,1044410580,44012001,410580,สารคามพิทยาคม,Sarakharmpittayakom,นายนิพนธ์ ยศดา,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 0 0,ตลาด,เมืองมหาสารคาม,มหาสารคาม,44000,spk@obec.go.th,http://www.spk.ac.th/,มหาสารคาม,043711585,043722400,10/07/2456,3.0,1.0,x,y,261,3853,102,27 มิถุนายน 2562 เวลา 13:36:22 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,3,165,30,7,3,51,4,195,2021-07-09 04:07:31.226719
2,1044410581,44012002,410581,ผดุงนารี,phadungnaree,นายประพันธ์ ขันโมลี,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 143 -,ตลาด,เมืองมหาสารคาม,มหาสารคาม,44000,padon60@gmail.com,www.phadungnaree.ac.th,มหาสารคาม,043711075,043713057,พ.ศ.2468,4.0,0.2,x,y,200,3848,99,30 พฤษภาคม 2561 เวลา 15:11:29 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,4,184,6,0,0,0,5,190,2021-07-09 04:07:31.937500
3,1044410582,44012003,410582,มหาวิชานุกูล,Mahawichanukool,นายกษม บุญบรรจง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 12 โนนสำราญ,แวงน่าง,เมืองมหาสารคาม,มหาสารคาม,44000,mahawichanukoon@gmail.com,www.mhwk.ac.th/,แวงน่าง,043777981,043777981,17/05/2499,0.0,4.0,m,y,24,91,6,25 มิถุนายน 2562 เวลา 12:12:03 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,0,14,0,4,1,5,1,14,2021-07-09 04:07:32.508539
4,1044410584,44012005,410584,มหาชัยพิทยาคาร,Mahachaipitayakhan,นายอธิการ สุขศรี,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ - ท่าสองคอน,ท่าสองคอน,เมืองมหาสารคาม,มหาสารคาม,44000,mahachaipit.p@gmail.com,http://www.telecd-rmu.net/mahachaipittaharn,ท่าสองคอน,043758125,043758125,10/04/2528,13.0,9.0,m,y,18,230,10,28 ตุลาคม 2563 เวลา 12:18:16 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,0,16,0,0,0,1,1,16,2021-07-09 04:07:33.050963
5,1044410586,44012007,410586,แกดำวิทยาคาร,Kaedamwittayakan,นายสงกรานต์ อุดทารุณ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 2 หนองไข่ผำ,แกดำ,แกดำ,มหาสารคาม,44190,kaedamwit@hotmail.com,www.kaedamwit.ac.th,อบต.แกดำ,043706988,043706988,พ.ศ.2521,24.0,4.0,m,y,26,274,11,03 กรกฎาคม 2562 เวลา 15:25:19 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,0,15,3,0,2,5,1,18,2021-07-09 04:07:33.646940
6,1044410587,44012008,410587,มิตรภาพ,Mittraphap,นายจำรัส หรรษาวงศ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 3 บ้านเสือกินวัว,มิตรภาพ,แกดำ,มหาสารคาม,44190,mittraphap_s@chaiyo.com,data.bopp-obec.info/web/?School_ID=1044410587,มิตรภาพ,043787154,043787154,29 มกราคม 2534,25.0,5.0,m,y,21,262,21,05 กรกฎาคม 2562 เวลา 15:42:49 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,0,19,0,0,1,0,1,19,2021-07-09 04:07:34.247022
7,1044410588,44012009,410588,โกสุมวิทยาสรรค์,Kosumwittayasan,นายพีรนนท์ เหล่าสมบัติ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 13 คุ้มกลาง,หัวขวาง,โกสุมพิสัย,มหาสารคาม,44140,,www.kosumkws.ac.th,หัวขวาง,0-4376-1654,0-4376-1448,30/04/2517,26.0,2.0,x,y,119,2039,59,20 ธันวาคม 2562 เวลา 17:57:00 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,2,95,6,2,0,13,3,101,2021-07-09 04:07:34.903700
8,1044410589,44012010,410589,เขวาไร่ศึกษา,KHWAORAI SUKSA,นายจิระศักดิ์ ปราณีนิจ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 12 หนองเขื่อน,เขวาไร่,โกสุมพิสัย,มหาสารคาม,44140,,krs-school.ac.th,เขวาไร่,0-4375-6074,0-4375-6075,26 เมษายน 2519,46.0,17.0,l,y,73,1189,32,30 พฤษภาคม 2559 เวลา 10:25:48 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,3,45,14,1,2,7,4,59,2021-07-09 04:07:35.522872
9,1044410590,44012011,410590,เขื่อนพิทยาสรรค์,khuanpittayasan school,-,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 5 โนนตุ่น,ยางท่าแจ้ง,โกสุมพิสัย,มหาสารคาม,44140,khuanpit2009@gmail.com,www.kpss.ac.th,ยางท่าแจ้ง,0-4376-4024,043764024,2525,47.0,17.0,m,y,19,217,8,01 กรกฎาคม 2562 เวลา 19:51:44 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,0,0,14,0,1,0,4,0,14,2021-07-09 04:07:36.064001
10,1044410591,44012012,410591,โพนงามพิทยานุกูล,PHONNGAMPITTAYANUKOOL,นายภูวดล ภูสิม,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 3 โพนงาม,โพนงาม,โกสุมพิสัย,มหาสารคาม,44140,44012012@ses26.go.th,ppks.ac.th,โพนงาม,0-4399-6058,,03/02/2538,50.0,15.0,m,y,15,84,6,27 มกราคม 2564 เวลา 11:47:45 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,0,11,1,2,2,1,1,12,2021-07-09 04:07:36.654223
11,1044410592,44012013,410592,วังยาวศึกษาวิทย์,Wangyaosuksawit,นายสุพักษ์ สมสา,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 5 หนองไร่,วังยาว,โกสุมพิสัย,มหาสารคาม,44140,pollawat122@gmail.com,www.wangyao.ac.th,วังยาว,0-439-97061,-,2536,60.0,30.0,s,y,17,91,6,03 กรกฎาคม 2562 เวลา 15:21:43 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,0,10,0,1,2,1,1,10,2021-07-09 04:07:37.209832
12,1044410596,44012016,410596,เขวาใหญ่พิทยาสรรค์,Khowyaipittayasan,นายวัฒนา ปะกิคา,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4 โนนเสียว,เขวาใหญ่,กันทรวิชัย,มหาสารคาม,44150,kumbu@hotmail.co.th,kys.ses26.go.th,องค์การบริหารส่วนตำบลเขวาใหญ่,043980134,,5 มกราคม 2525,25.0,30.0,s,y,19,67,6,29 ตุลาคม 2563 เวลา 10:13:26 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,0,13,0,0,1,4,1,13,2021-07-09 04:07:37.757061
13,1044410595,44012021,410595,กันทรวิชัย,Kantarawichai School,-,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 4 โคกพระ,โคกพระ,กันทรวิชัย,มหาสารคาม,44150,kantarawichai@yahoo.co.th,http://school.obec.go.th/kantara,โคกพระ,043789036,,1 มิถุนายน 2494,20.0,1.0,l,y,48,687,20,23 เมษายน 2563 เวลา 14:22:42 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,0,1,33,2,3,0,9,1,35,2021-07-09 04:07:38.315912
14,1044410601,44012022,410601,เชียงยืนพิทยาคม,chiangyuenpittayakom,นายเทพโกศล มูลไธสง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 13 บ้านหนองโป่ง,เชียงยืน,เชียงยืน,มหาสารคาม,44160,chk203@hotmail.com,https://sites.google.com/cyp.ac.th/cyp,เชียงยืน,0-4378-1463,043781326,2516,50.0,4.0,l,y,86,1531,45,30 ตุลาคม 2563 เวลา 12:50:58 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,3,68,9,0,1,4,4,77,2021-07-09 04:07:38.985675
15,1044410602,44012023,410602,กู่ทองพิทยาคม,kuthongpittayakhom,นายชัดสกร พิกุลทอง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 14 บ้านใหม่บัวบาน,กู่ทอง,เชียงยืน,มหาสารคาม,44160,kuthongpit.2556@gmail.com,,กู่ทอง,0-4373-1164,043731164,2537,65.0,15.0,m,y,19,115,6,30 พฤษภาคม 2559 เวลา 12:16:11 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,0,10,1,1,3,3,1,11,2021-07-09 04:07:39.543292
16,1044410631,44012025,410631,กุดรังประชาสรรค์,KUDRANGPRACHASAN,นายเชิดชัย พลกุล,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 7 ดอนโมง,กุดรัง,กุดรัง,มหาสารคาม,44130,thp.hes@chaiyo.com,kudrungkps.ac.th,กุดรัง,0-4372-8186,043728187,20 เมษายน 2519,45.0,6.0,s,y,14,87,6,26 พฤษภาคม 2560 เวลา 11:10:26 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,0,11,0,0,1,0,1,11,2021-07-09 04:07:40.101483
17,1044410632,44012026,410632,นาโพธิ์พิทยาสรรพ์,Naphopittayasan,นายทรงศักดิ์ ชาวไพร,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 13 ปทุมทอง,นาโพธิ์,กุดรัง,มหาสารคาม,44130,naphopittayasan@hotmail.com,www.naphonps.ac.th,นาโพธิ์,0-4370-6888,-,2 มีนาคม 2527,48.0,12.0,m,y,36,436,15,02 สิงหาคม 2563 เวลา 20:43:23 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,1,23,4,0,1,5,2,27,2021-07-09 04:07:40.656479
18,1044410634,44012028,410634,ชื่นชมพิทยาคาร,chuenchompittayakhan,ดร.ไพรวัลย์ ผลชู,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 10 ชื่นชม,ชื่นชม,ชื่นชม,มหาสารคาม,44160,,www.ccpk.ac.th,ชื่นชม,0-4375-1173,043751173,22 มีนาคม 2520,70.0,3.0,m,y,41,520,18,30 พฤษภาคม 2561 เวลา 14:57:56 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,0,24,3,1,4,6,1,27,2021-07-09 04:07:41.214118
19,1044410604,44022001,410604,บรบือ,Borabu School,นางบุญทัน วัฒนศักดิ์สุรกุล,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 1 บรบือ,บรบือ,บรบือ,มหาสารคาม,44130,borabu_master@hotmail.com,www.borabu.ac.th,เทศบาลตำบลบรบือ,043-771049,043-771050,17 พฤษภาคม 2494,30.0,1.0,x,y,105,1978,60,30 พฤษภาคม 2559 เวลา 10:27:20 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,4,89,7,1,3,1,5,96,2021-07-09 04:07:41.869435
20,1044410606,44022002,410606,เหล่ายาววิทยาคาร,Laoyawwittayakhan,-,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 13 เหล่ายาว,กำพี้,บรบือ,มหาสารคาม,44130,krupuh2013@gmail.com,www.lyw.ac.th/,กำพี้,043-990058,043990059,24 มิถุนายน 2533,40.0,12.0,m,y,11,193,11,18 กุมภาพันธ์ 2564 เวลา 21:55:47 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,0,0,11,0,0,0,0,0,11,2021-07-09 04:07:42.425591
21,1044410607,44022003,410607,โนนแดงวิทยาคม,nondaengwittayakhom,นายวนัส พรมสว่าง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 19 โนนแดง,โนนแดง,บรบือ,มหาสารคาม,44130,nondangwit@thaimail.com,http://gg.gg/nondaengwit,โนนแดง,043750415,-,2536,40.0,14.0,m,y,21,254,11,27 มกราคม 2563 เวลา 15:17:38 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,0,16,0,0,2,2,1,16,2021-07-09 04:07:43.034414
22,1044410609,44022005,410609,ยางวิทยาคม,yangwitthayakhom,นายมนตรี ลุนสมบัติ,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 6 บกพร้าว,ยาง,บรบือ,มหาสารคาม,44130,yangwit@ses26.go.th,www.yangwit.ac.th,ยาง,๐๔๓ ๗๐๖๘๖๓,๐๔๓ ๗๐๖๘๖๓,2536,43.0,18.0,m,y,18,227,10,25 ธันวาคม 2562 เวลา 14:44:18 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,0,11,0,0,3,3,1,11,2021-07-09 04:07:43.607025
23,1044410610,44022006,410610,โนนราษีวิทยา,Nonraseewittaya,นายธิติวัฒน์ พิไลวงศ์,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 2 ฝาง,โนนราษี,บรบือ,มหาสารคาม,44130,nrswittaya@gmail.com,nrac.ac.th,โนนราษี,043706586,043706586,8 พฤษภาคม 2540,42.0,17.0,s,y,16,80,6,21 เมษายน 2563 เวลา 16:11:18 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,0,9,2,1,1,2,1,11,2021-07-09 04:07:44.194889
24,1044410611,44022007,410611,หนองม่วงวิทยาคาร,nongmuangwittayakhan,นายจักรพงษ์ จันทราศรี,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 10 โคกใหญ่,หนองม่วง,บรบือ,มหาสารคาม,44130,,http://www.nongmuangwit.ac.th,หนองม่วง,043731143,043-731143,2540,40.0,12.0,m,y,17,100,6,16 มิถุนายน 2562 เวลา 22:52:33 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,0,11,0,0,2,3,1,11,2021-07-09 04:07:44.783097
25,1044410605,44022008,410605,บรบือวิทยาคาร,Borabuwittayakhan,นายสมทรัพย์ ภูโสดา,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 59 หมู่ 3 ศรีพิลา,หนองสิม,บรบือ,มหาสารคาม,44130,manager@bwk.ac.th,www.bwk.ac.th,หนองสิม,043771026,043771027,07/04/2514,25.0,2.0,x,y,120,2216,61,23 พฤษภาคม 2562 เวลา 08:46:12 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,1,105,5,2,2,3,2,110,2021-07-09 04:07:45.400378
26,1044410612,44022009,410612,นาเชือกพิทยาสรรค์,nachuakpittayasan,นางปราณี รัตนธรรม,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 12 สันติสุข,นาเชือก,นาเชือก,มหาสารคาม,44170,mail@nachuakpit.ac.th,www.nachuakpit.ac.th,นาเชือก,0-4377-9225,043779225,17/05/2515,65.0,1.0,x,y,84,1828,52,26 พฤษภาคม 2560 เวลา 09:52:10 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,1,74,2,1,5,0,2,76,2021-07-09 04:07:46.046195
27,1044410613,44022010,410613,ปอพานพิทยาคม รัชมังคลาภิเษก,Pophanphitthayakhom rajamangkhalabhisek,นางสาวสุนิษา บัวดง,มัธยมศึกษาตอนต้น-มัธยมศึกษาตอนปลาย,,หมู่ 3 หนองโน,ปอพาน,นาเชือก,มหาสารคาม,44170,pophanpittayakom@chaiyo.com,http://www.popanpit.ac.th,ปอพาน,0-4398-9066,043989066,20 มกราคม 2531,71.0,12.0,m,y,19,177,6,30 ตุลาคม 2562 เวลา 05:51:05 น.,26,44,38,I,มหาสารคาม,มหาสารคาม,1,0,13,0,2,0,3,1,13,2021-07-09 04:07:46.638642
